order_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,country,payment_method,order_status,order_timestamp
ORD-102871,CUST-11059,PROD-1096,Data Engineering Guide,Books,2,65.64,131.28,Mexico,PayPal,Completed,2026-02-21 23:07:08
ORD-102958,CUST-12070,PROD-1017,USB-C Hub,Electronics,2,243.79,487.58,Mexico,PayPal,Shipped,2026-02-21 23:17:46
ORD-101083,CUST-12062,PROD-1114,Sports Bottle,Sports,1,243.01,243.01,Mexico,Debit Card,Processing,2026-02-21 23:33:00
ORD-100474,CUST-11193,PROD-1056,Jacket,Apparel,1,218.81,218.81,Mexico,Bank Transfer,Completed,2026-02-21 23:57:11
ORD-103187,CUST-10341,PROD-1014,Desk Lamp,Home,1,438.33,438.33,Spain,PayPal,Processing,2026-02-22 00:00:29
ORD-102052,CUST-10001,PROD-1150,Mechanical Keyboard,Electronics,1,303.44,303.44,United States,Credit Card,Shipped,2026-02-22 01:42:08
ORD-104854,CUST-10879,PROD-1010,Running Shoes,Apparel,3,195.69,587.07,Mexico,Credit Card,Processing,2026-02-22 04:24:50
ORD-104890,CUST-10875,PROD-1093,Coffee Maker,Home,1,382.75,382.75,United States,PayPal,Shipped,2026-02-22 05:04:52
ORD-107610,CUST-10368,PROD-1060,Vacuum Cleaner,Home,1,234.29,234.29,United States,Credit Card,Completed,2026-02-22 05:16:50
ORD-102129,CUST-11139,PROD-1016,Air Fryer,Home,3,114.9,344.7,Mexico,Credit Card,Completed,2026-02-22 05:32:19
ORD-109044,CUST-12347,PROD-1127,Desk Lamp,Home,1,225.66,225.66,Spain,Credit Card,Completed,2026-02-22 05:38:02
ORD-106843,CUST-10856,PROD-1029,Mechanical Keyboard,Electronics,1,54.74,54.74,Brazil,Credit Card,Completed,2026-02-22 05:52:55
ORD-102850,CUST-12282,PROD-1086,Hoodie,Apparel,1,134.76,134.76,United States,Digital Wallet,Cancelled,2026-02-22 06:06:59
ORD-104523,CUST-10833,PROD-1128,Hoodie,Apparel,3,134.19,402.57,Germany,PayPal,Completed,2026-02-22 07:01:45
ORD-109700,CUST-12010,PROD-1020,Sports Bottle,Sports,2,134.42,268.84,United States,Credit Card,Cancelled,2026-02-22 07:36:07
ORD-102390,CUST-10256,PROD-1058,Coffee Maker,Home,1,69.82,69.82,United States,Credit Card,Processing,2026-02-22 07:36:53
ORD-107421,CUST-10051,PROD-1118,Jacket,Apparel,5,212.19,1060.95,United Kingdom,PayPal,Cancelled,2026-02-22 07:37:26
ORD-103970,CUST-10586,PROD-1079,SQL Mastery,Books,1,26.35,26.35,United States,Debit Card,Completed,2026-02-22 08:28:40
ORD-100408,CUST-12470,PROD-1114,SQL Mastery,Books,1,41.76,41.76,Mexico,Debit Card,Cancelled,2026-02-22 08:32:52
ORD-107673,CUST-11191,PROD-1046,Running Shoes,Apparel,1,177.36,177.36,Australia,Debit Card,Cancelled,2026-02-22 09:43:53
ORD-109055,CUST-11195,PROD-1150,Data Engineering Guide,Books,1,58.54,58.54,Mexico,Bank Transfer,Completed,2026-02-22 11:31:08
ORD-104975,CUST-11388,PROD-1080,Air Fryer,Home,1,409.39,409.39,Mexico,Credit Card,Completed,2026-02-22 14:26:47
ORD-105070,CUST-12372,PROD-1001,Jeans,Apparel,1,107.22,107.22,Mexico,Debit Card,Completed,2026-02-22 14:42:57
ORD-103651,CUST-12238,PROD-1015,Kitchen Scale,Home,1,223.17,223.17,Germany,Credit Card,Completed,2026-02-22 17:05:36
ORD-100620,CUST-11399,PROD-1058,USB-C Hub,Electronics,1,767.65,767.65,United States,Credit Card,Shipped,2026-02-22 17:34:13
ORD-101951,CUST-10228,PROD-1100,Smart Watch,Electronics,4,661.46,2645.84,Mexico,PayPal,Cancelled,2026-02-22 18:39:01
ORD-107374,CUST-12234,PROD-1099,USB-C Hub,Electronics,1,65.69,65.69,Mexico,Credit Card,Completed,2026-02-22 18:52:05
ORD-107883,CUST-11665,PROD-1058,Cloud Computing Basics,Books,2,14.03,28.06,United States,Digital Wallet,Completed,2026-02-22 20:03:49
ORD-107538,CUST-11439,PROD-1035,Coffee Maker,Home,1,334.31,334.31,United Kingdom,Debit Card,Completed,2026-02-22 20:22:28
ORD-100067,CUST-10823,PROD-1004,Dumbbell Set,Sports,1,193.31,193.31,United States,Credit Card,Completed,2026-02-22 20:39:19
ORD-105759,CUST-10183,PROD-1096,Vacuum Cleaner,Home,1,407.06,407.06,United States,Credit Card,Cancelled,2026-02-22 21:42:08
ORD-103348,CUST-11726,PROD-1041,Vacuum Cleaner,Home,1,196.43,196.43,United States,Credit Card,Cancelled,2026-02-22 22:42:09
ORD-105596,CUST-12164,PROD-1055,Coffee Maker,Home,1,225.05,225.05,Canada,Bank Transfer,Completed,2026-02-22 22:48:49
ORD-107440,CUST-11903,PROD-1114,Jeans,Apparel,1,64.54,64.54,Mexico,Credit Card,Processing,2026-02-22 22:54:35
ORD-103067,CUST-12039,PROD-1138,Python Handbook,Books,1,78.21,78.21,Germany,PayPal,Shipped,2026-02-22 22:55:34
ORD-108927,CUST-12085,PROD-1141,Bluetooth Speaker,Electronics,1,834.39,834.39,United States,Bank Transfer,Processing,2026-02-22 23:05:10
ORD-106940,CUST-11774,PROD-1075,Dumbbell Set,Sports,2,70.16,140.32,Australia,Credit Card,Shipped,2026-02-22 23:43:53
ORD-109070,CUST-11257,PROD-1078,SQL Mastery,Books,1,14.89,14.89,Mexico,PayPal,Completed,2026-02-23 00:00:18
ORD-108149,CUST-11454,PROD-1084,Wireless Headphones,Electronics,4,742.46,2969.84,Canada,Credit Card,Completed,2026-02-23 00:05:46
ORD-106126,CUST-11908,PROD-1084,Jacket,Apparel,2,129.88,259.76,Australia,PayPal,Completed,2026-02-23 02:28:40
ORD-104638,CUST-11288,PROD-1010,Dumbbell Set,Sports,2,123.88,247.76,Mexico,PayPal,Processing,2026-02-23 02:52:10
ORD-109193,CUST-11032,PROD-1059,Sports Bottle,Sports,1,100.17,100.17,Mexico,Credit Card,Shipped,2026-02-23 03:16:55
ORD-103688,CUST-11505,PROD-1132,Bluetooth Speaker,Electronics,2,462.68,925.36,United Kingdom,Debit Card,Completed,2026-02-23 03:24:49
ORD-109164,CUST-10107,PROD-1106,SQL Mastery,Books,1,52.34,52.34,Germany,Bank Transfer,Completed,2026-02-23 03:33:40
ORD-108793,CUST-12377,PROD-1112,Dumbbell Set,Sports,1,26.07,26.07,Mexico,Bank Transfer,Completed,2026-02-23 03:34:50
ORD-104191,CUST-10507,PROD-1009,Yoga Mat,Sports,4,189.2,756.8,Canada,PayPal,Completed,2026-02-23 05:14:06
ORD-107880,CUST-12469,PROD-1071,Bluetooth Speaker,Electronics,1,799.32,799.32,United States,Debit Card,Completed,2026-02-23 05:43:55
ORD-101059,CUST-11155,PROD-1132,Hoodie,Apparel,3,214.01,642.03,Germany,Debit Card,Completed,2026-02-23 05:49:54
ORD-101140,CUST-11949,PROD-1010,Training Gloves,Sports,1,297.68,297.68,United States,Bank Transfer,Completed,2026-02-23 05:55:02
ORD-101313,CUST-11546,PROD-1023,Yoga Mat,Sports,1,298.82,298.82,Mexico,PayPal,Shipped,2026-02-23 06:59:31
ORD-106393,CUST-11276,PROD-1107,Jacket,Apparel,2,200.37,400.74,Brazil,Credit Card,Completed,2026-02-23 07:16:53
ORD-105912,CUST-11906,PROD-1062,Dumbbell Set,Sports,4,289.22,1156.88,Brazil,Credit Card,Completed,2026-02-23 07:28:37
ORD-100647,CUST-12473,PROD-1093,T-Shirt,Apparel,1,59.86,59.86,Germany,Credit Card,Completed,2026-02-23 07:43:41
ORD-106259,CUST-11597,PROD-1134,Bluetooth Speaker,Electronics,1,719.95,719.95,Canada,Debit Card,Processing,2026-02-23 08:39:25
ORD-104181,CUST-10751,PROD-1055,Running Shoes,Apparel,1,48.05,48.05,Mexico,Credit Card,Completed,2026-02-23 09:00:39
ORD-108744,CUST-10638,PROD-1135,T-Shirt,Apparel,2,28.38,56.76,United States,Credit Card,Cancelled,2026-02-23 09:02:15
ORD-105024,CUST-10358,PROD-1121,Data Engineering Guide,Books,1,55.92,55.92,Germany,Debit Card,Completed,2026-02-23 10:38:52
ORD-106857,CUST-11771,PROD-1059,USB-C Hub,Electronics,1,182.09,182.09,United States,Credit Card,Completed,2026-02-23 11:35:10
ORD-107178,CUST-11837,PROD-1109,USB-C Hub,Electronics,1,552.71,552.71,United States,Debit Card,Completed,2026-02-23 11:36:21
ORD-108913,CUST-11375,PROD-1118,Bluetooth Speaker,Electronics,1,362.36,362.36,Mexico,PayPal,Cancelled,2026-02-23 12:05:40
ORD-103327,CUST-12416,PROD-1080,Hoodie,Apparel,5,206.42,1032.1,Mexico,Debit Card,Completed,2026-02-23 12:53:23
ORD-109738,CUST-10982,PROD-1061,Coffee Maker,Home,1,298.98,298.98,Mexico,Credit Card,Completed,2026-02-23 13:42:06
ORD-104684,CUST-11610,PROD-1041,Sports Bottle,Sports,1,166.77,166.77,United Kingdom,Digital Wallet,Shipped,2026-02-23 13:56:35
ORD-103559,CUST-11454,PROD-1122,Coffee Maker,Home,3,437.17,1311.51,United States,Digital Wallet,Completed,2026-02-23 14:29:48
ORD-103553,CUST-11893,PROD-1094,T-Shirt,Apparel,4,70.52,282.08,United States,Bank Transfer,Shipped,2026-02-23 14:33:06
ORD-108365,CUST-11437,PROD-1011,Resistance Bands,Sports,2,195.77,391.54,Germany,Credit Card,Shipped,2026-02-23 14:36:56
ORD-100240,CUST-12374,PROD-1070,Kafka in Action,Books,4,58.47,233.88,Mexico,Debit Card,Completed,2026-02-23 14:40:22
ORD-101563,CUST-11042,PROD-1061,Bluetooth Speaker,Electronics,1,631.4,631.4,Canada,Credit Card,Cancelled,2026-02-23 14:49:53
ORD-106767,CUST-11479,PROD-1105,Wireless Headphones,Electronics,1,37.81,37.81,Brazil,Debit Card,Completed,2026-02-23 15:13:54
ORD-105316,CUST-11709,PROD-1085,Mechanical Keyboard,Electronics,1,392.46,392.46,United Kingdom,PayPal,Cancelled,2026-02-23 16:18:46
ORD-103202,CUST-10003,PROD-1149,Wireless Headphones,Electronics,2,766.58,1533.16,United Kingdom,Debit Card,Shipped,2026-02-23 19:36:10
ORD-100055,CUST-11081,PROD-1089,Cloud Computing Basics,Books,2,71.2,142.4,Spain,Debit Card,Shipped,2026-02-23 20:03:39
ORD-102612,CUST-10090,PROD-1104,Wireless Headphones,Electronics,1,884.94,884.94,Mexico,Digital Wallet,Completed,2026-02-23 20:26:38
ORD-106822,CUST-10799,PROD-1085,Cloud Computing Basics,Books,3,18.92,56.76,Canada,Debit Card,Completed,2026-02-23 20:41:54
ORD-104433,CUST-11240,PROD-1094,Cloud Computing Basics,Books,2,43.58,87.16,Brazil,Digital Wallet,Completed,2026-02-23 21:22:13
ORD-107628,CUST-10693,PROD-1093,Python Handbook,Books,1,33.49,33.49,United States,Credit Card,Processing,2026-02-23 23:11:03
ORD-106782,CUST-12293,PROD-1113,Running Shoes,Apparel,1,167.21,167.21,Brazil,Debit Card,Processing,2026-02-23 23:30:05
ORD-109867,CUST-12327,PROD-1123,Wireless Headphones,Electronics,1,464.79,464.79,Germany,Credit Card,Completed,2026-02-23 23:34:57
ORD-104465,CUST-12386,PROD-1088,Kitchen Scale,Home,2,424.38,848.76,Australia,PayPal,Completed,2026-02-24 00:08:57
ORD-103520,CUST-10813,PROD-1054,Bluetooth Speaker,Electronics,1,785.2,785.2,United States,Bank Transfer,Cancelled,2026-02-24 00:59:05
ORD-101502,CUST-11641,PROD-1112,Mechanical Keyboard,Electronics,1,480.73,480.73,Germany,Credit Card,Processing,2026-02-24 02:04:08
ORD-103589,CUST-10771,PROD-1119,Wireless Headphones,Electronics,1,447.81,447.81,Mexico,Credit Card,Completed,2026-02-24 02:35:30
ORD-104723,CUST-11688,PROD-1043,Vacuum Cleaner,Home,1,413.32,413.32,Mexico,Debit Card,Completed,2026-02-24 02:35:42
ORD-100439,CUST-10931,PROD-1130,Mechanical Keyboard,Electronics,2,96.38,192.76,Germany,Credit Card,Shipped,2026-02-24 03:06:51
ORD-101627,CUST-12127,PROD-1027,Hoodie,Apparel,5,30.62,153.1,United States,PayPal,Shipped,2026-02-24 04:09:43
ORD-107827,CUST-11018,PROD-1051,Vacuum Cleaner,Home,4,234.97,939.88,Brazil,Debit Card,Completed,2026-02-24 05:36:24
ORD-106836,CUST-12466,PROD-1062,Vacuum Cleaner,Home,2,398.1,796.2,United States,Debit Card,Completed,2026-02-24 05:59:22
ORD-100273,CUST-10858,PROD-1046,SQL Mastery,Books,3,14.42,43.26,United States,Credit Card,Completed,2026-02-24 06:14:12
ORD-103989,CUST-10136,PROD-1117,Yoga Mat,Sports,1,99.53,99.53,Canada,Credit Card,Shipped,2026-02-24 06:37:26
ORD-100568,CUST-11981,PROD-1145,Python Handbook,Books,1,58.41,58.41,Mexico,Credit Card,Completed,2026-02-24 07:20:37
ORD-101385,CUST-10735,PROD-1097,Vacuum Cleaner,Home,1,400.57,400.57,United States,Credit Card,Completed,2026-02-24 07:21:50
ORD-109424,CUST-10725,PROD-1047,SQL Mastery,Books,1,37.39,37.39,United States,Credit Card,Completed,2026-02-24 09:07:05
ORD-106458,CUST-10011,PROD-1069,Wireless Headphones,Electronics,3,696.34,2089.02,United States,Debit Card,Shipped,2026-02-24 11:14:32
ORD-103200,CUST-11188,PROD-1119,Running Shoes,Apparel,2,160.9,321.8,United States,Credit Card,Completed,2026-02-24 11:39:56
ORD-109986,CUST-11613,PROD-1001,Coffee Maker,Home,3,244.03,732.09,Canada,Credit Card,Processing,2026-02-24 12:15:54
ORD-109174,CUST-10741,PROD-1025,USB-C Hub,Electronics,3,819.85,2459.55,United Kingdom,Credit Card,Completed,2026-02-24 13:06:29
ORD-101690,CUST-12405,PROD-1133,Bluetooth Speaker,Electronics,1,836.8,836.8,Canada,PayPal,Completed,2026-02-24 13:17:48
ORD-102071,CUST-11148,PROD-1045,Running Shoes,Apparel,3,62.83,188.49,Australia,Credit Card,Completed,2026-02-24 14:35:12
ORD-109203,CUST-12068,PROD-1078,Coffee Maker,Home,2,36.89,73.78,Mexico,Digital Wallet,Completed,2026-02-24 14:46:10
ORD-103317,CUST-10775,PROD-1150,Mechanical Keyboard,Electronics,1,768.49,768.49,Mexico,PayPal,Shipped,2026-02-24 15:51:07
ORD-108428,CUST-11086,PROD-1027,Vacuum Cleaner,Home,4,297.1,1188.4,Mexico,Credit Card,Processing,2026-02-24 16:05:09
ORD-103667,CUST-12068,PROD-1016,Smart Watch,Electronics,3,124.33,372.99,United States,Credit Card,Cancelled,2026-02-24 17:11:14
ORD-106277,CUST-11148,PROD-1001,Coffee Maker,Home,1,274.11,274.11,United States,PayPal,Cancelled,2026-02-24 17:18:28
ORD-109910,CUST-10188,PROD-1077,Air Fryer,Home,1,267.41,267.41,United States,Debit Card,Completed,2026-02-24 17:31:36
ORD-109330,CUST-10916,PROD-1071,Jeans,Apparel,1,23.74,23.74,Germany,Debit Card,Cancelled,2026-02-24 17:32:46
ORD-108195,CUST-10767,PROD-1031,Air Fryer,Home,1,330.38,330.38,Australia,PayPal,Processing,2026-02-24 19:30:04
ORD-109134,CUST-10498,PROD-1026,Yoga Mat,Sports,2,252.95,505.9,United States,Debit Card,Completed,2026-02-24 19:55:33
ORD-103326,CUST-12214,PROD-1112,Resistance Bands,Sports,2,223.18,446.36,Mexico,Debit Card,Shipped,2026-02-24 21:26:08
ORD-101383,CUST-11766,PROD-1131,Mechanical Keyboard,Electronics,1,772.41,772.41,United Kingdom,Credit Card,Processing,2026-02-24 21:57:05
ORD-107667,CUST-10344,PROD-1135,T-Shirt,Apparel,1,214.5,214.5,Canada,PayPal,Completed,2026-02-24 22:13:57
ORD-103270,CUST-11782,PROD-1005,Smart Watch,Electronics,4,624.45,2497.8,Brazil,Credit Card,Cancelled,2026-02-24 22:34:34
ORD-107091,CUST-12154,PROD-1064,SQL Mastery,Books,1,13.37,13.37,Brazil,Credit Card,Completed,2026-02-24 22:43:25
ORD-103648,CUST-12060,PROD-1034,T-Shirt,Apparel,1,24.32,24.32,Australia,Credit Card,Shipped,2026-02-25 00:15:50
ORD-103884,CUST-11365,PROD-1116,Data Engineering Guide,Books,1,77.64,77.64,United States,PayPal,Cancelled,2026-02-25 00:18:52
ORD-108723,CUST-10354,PROD-1131,Air Fryer,Home,2,395.86,791.72,United States,Debit Card,Completed,2026-02-25 00:45:00
ORD-107935,CUST-10139,PROD-1025,Wireless Headphones,Electronics,4,478.17,1912.68,Mexico,Credit Card,Cancelled,2026-02-25 01:04:16
ORD-104958,CUST-10847,PROD-1023,Mechanical Keyboard,Electronics,1,804.92,804.92,Mexico,Digital Wallet,Shipped,2026-02-25 01:35:09
ORD-104509,CUST-11632,PROD-1137,Kafka in Action,Books,1,44.79,44.79,United States,PayPal,Completed,2026-02-25 02:07:45
ORD-106398,CUST-12338,PROD-1087,Vacuum Cleaner,Home,2,191.61,383.22,Spain,Bank Transfer,Completed,2026-02-25 02:41:35
ORD-107950,CUST-12365,PROD-1044,SQL Mastery,Books,2,71.33,142.66,United States,Credit Card,Completed,2026-02-25 02:57:12
ORD-102373,CUST-10521,PROD-1076,Coffee Maker,Home,1,288.76,288.76,Mexico,Debit Card,Cancelled,2026-02-25 03:18:20
ORD-108285,CUST-10409,PROD-1037,Sports Bottle,Sports,1,256.74,256.74,Mexico,Bank Transfer,Cancelled,2026-02-25 06:52:59
ORD-105751,CUST-10673,PROD-1051,Sports Bottle,Sports,1,144.74,144.74,United States,Credit Card,Cancelled,2026-02-25 07:05:13
ORD-109685,CUST-10070,PROD-1147,Desk Lamp,Home,4,175.11,700.44,Brazil,Credit Card,Completed,2026-02-25 07:07:32
ORD-105656,CUST-11916,PROD-1005,T-Shirt,Apparel,1,178.09,178.09,United States,Debit Card,Completed,2026-02-25 07:14:02
ORD-104418,CUST-12399,PROD-1071,Vacuum Cleaner,Home,1,159.89,159.89,United States,Digital Wallet,Processing,2026-02-25 07:46:29
ORD-105325,CUST-12453,PROD-1141,Running Shoes,Apparel,1,150.94,150.94,Brazil,Credit Card,Completed,2026-02-25 08:33:51
ORD-109195,CUST-11344,PROD-1035,USB-C Hub,Electronics,4,308.64,1234.56,Australia,PayPal,Completed,2026-02-25 08:38:50
ORD-101513,CUST-12430,PROD-1070,Mechanical Keyboard,Electronics,5,311.73,1558.65,United States,Bank Transfer,Processing,2026-02-25 09:07:35
ORD-103369,CUST-11680,PROD-1090,Jacket,Apparel,1,195.53,195.53,United Kingdom,PayPal,Shipped,2026-02-25 09:52:00
ORD-104461,CUST-10958,PROD-1029,Hoodie,Apparel,1,108.46,108.46,United States,Debit Card,Completed,2026-02-25 10:30:25
ORD-101328,CUST-10318,PROD-1081,T-Shirt,Apparel,1,85.14,85.14,Australia,Debit Card,Completed,2026-02-25 12:02:59
ORD-109377,CUST-12205,PROD-1113,Kitchen Scale,Home,4,175.71,702.84,United States,Debit Card,Cancelled,2026-02-25 12:06:45
ORD-107056,CUST-11060,PROD-1048,Dumbbell Set,Sports,1,285.96,285.96,Brazil,Digital Wallet,Shipped,2026-02-25 13:04:01
ORD-102766,CUST-12260,PROD-1125,Jeans,Apparel,1,60.23,60.23,United States,Credit Card,Cancelled,2026-02-25 13:37:54
ORD-105456,CUST-11625,PROD-1083,Kitchen Scale,Home,1,448.35,448.35,Canada,PayPal,Completed,2026-02-25 14:10:16
ORD-102311,CUST-11342,PROD-1085,Resistance Bands,Sports,2,90.41,180.82,Spain,Credit Card,Completed,2026-02-25 14:24:44
ORD-104986,CUST-11226,PROD-1032,Resistance Bands,Sports,2,29.8,59.6,United States,Digital Wallet,Completed,2026-02-25 15:14:31
ORD-102880,CUST-10373,PROD-1062,Coffee Maker,Home,2,84.44,168.88,United Kingdom,PayPal,Completed,2026-02-25 15:47:48
ORD-104382,CUST-10916,PROD-1030,T-Shirt,Apparel,1,84.15,84.15,Brazil,Digital Wallet,Completed,2026-02-25 16:05:58
ORD-105502,CUST-11628,PROD-1104,Bluetooth Speaker,Electronics,1,413.61,413.61,United States,PayPal,Shipped,2026-02-25 16:29:16
ORD-108377,CUST-11609,PROD-1129,Mechanical Keyboard,Electronics,1,164.69,164.69,Mexico,Credit Card,Cancelled,2026-02-25 17:03:34
ORD-102175,CUST-10900,PROD-1100,Yoga Mat,Sports,2,32.24,64.48,United Kingdom,Bank Transfer,Completed,2026-02-25 17:04:20
ORD-106944,CUST-10587,PROD-1127,Running Shoes,Apparel,4,100.82,403.28,United States,Digital Wallet,Completed,2026-02-25 17:42:51
ORD-106594,CUST-11412,PROD-1106,Resistance Bands,Sports,1,135.11,135.11,Brazil,PayPal,Processing,2026-02-25 18:06:53
ORD-103376,CUST-10708,PROD-1085,Dumbbell Set,Sports,1,195.06,195.06,United Kingdom,PayPal,Cancelled,2026-02-25 18:23:49
ORD-108350,CUST-10503,PROD-1048,Training Gloves,Sports,2,40.26,80.52,United States,Debit Card,Completed,2026-02-25 19:11:38
ORD-109172,CUST-11569,PROD-1075,Bluetooth Speaker,Electronics,3,239.59,718.77,Mexico,Credit Card,Processing,2026-02-25 19:39:31
ORD-109833,CUST-10435,PROD-1072,Python Handbook,Books,2,67.59,135.18,Brazil,Credit Card,Completed,2026-02-25 19:41:16
ORD-105236,CUST-10427,PROD-1017,T-Shirt,Apparel,1,149.36,149.36,Germany,Credit Card,Shipped,2026-02-25 19:43:49
ORD-103778,CUST-11649,PROD-1037,Running Shoes,Apparel,4,37.98,151.92,Mexico,Credit Card,Completed,2026-02-25 19:55:49
ORD-109221,CUST-12024,PROD-1080,Jeans,Apparel,2,210.55,421.1,Mexico,Credit Card,Completed,2026-02-25 21:39:44
ORD-109848,CUST-10789,PROD-1041,T-Shirt,Apparel,3,73.5,220.5,Spain,Digital Wallet,Completed,2026-02-25 22:01:58
ORD-101284,CUST-11530,PROD-1108,Vacuum Cleaner,Home,1,183.36,183.36,Germany,PayPal,Completed,2026-02-25 23:17:06
ORD-103891,CUST-12320,PROD-1047,Hoodie,Apparel,1,213.84,213.84,Germany,Digital Wallet,Completed,2026-02-25 23:37:15
ORD-109928,CUST-10414,PROD-1049,Training Gloves,Sports,3,64.8,194.4,United States,Credit Card,Cancelled,2026-02-26 01:08:57
ORD-105885,CUST-10663,PROD-1131,Vacuum Cleaner,Home,1,116.74,116.74,Canada,PayPal,Shipped,2026-02-26 01:26:35
ORD-105443,CUST-10980,PROD-1032,SQL Mastery,Books,2,16.71,33.42,Mexico,Credit Card,Cancelled,2026-02-26 01:40:34
ORD-109692,CUST-11129,PROD-1080,Kitchen Scale,Home,1,375.83,375.83,United States,Bank Transfer,Completed,2026-02-26 01:43:53
ORD-107486,CUST-12217,PROD-1076,Air Fryer,Home,4,211.08,844.32,United States,Credit Card,Completed,2026-02-26 01:49:44
ORD-108429,CUST-11016,PROD-1038,Mechanical Keyboard,Electronics,1,58.55,58.55,Canada,Digital Wallet,Completed,2026-02-26 02:01:34
ORD-108649,CUST-11826,PROD-1131,Bluetooth Speaker,Electronics,5,540.14,2700.7,Mexico,Digital Wallet,Processing,2026-02-26 02:58:21
ORD-100652,CUST-10478,PROD-1141,Hoodie,Apparel,1,205.28,205.28,United States,PayPal,Processing,2026-02-26 03:33:41
ORD-103492,CUST-11448,PROD-1098,SQL Mastery,Books,1,13.74,13.74,Germany,Debit Card,Completed,2026-02-26 04:22:47
ORD-109267,CUST-11177,PROD-1047,Vacuum Cleaner,Home,3,129.93,389.79,Mexico,PayPal,Shipped,2026-02-26 04:23:45
ORD-101718,CUST-10148,PROD-1015,Data Engineering Guide,Books,2,33.98,67.96,United States,Bank Transfer,Cancelled,2026-02-26 05:06:51
ORD-105681,CUST-11304,PROD-1106,Vacuum Cleaner,Home,1,447.58,447.58,Mexico,Bank Transfer,Completed,2026-02-26 05:48:16
ORD-109499,CUST-10224,PROD-1139,USB-C Hub,Electronics,3,800.43,2401.29,Canada,Credit Card,Processing,2026-02-26 06:06:26
ORD-104108,CUST-10571,PROD-1011,Data Engineering Guide,Books,2,58.48,116.96,Canada,PayPal,Processing,2026-02-26 06:19:41
ORD-104525,CUST-10568,PROD-1119,Vacuum Cleaner,Home,2,375.96,751.92,Spain,Credit Card,Completed,2026-02-26 07:04:23
ORD-103425,CUST-10089,PROD-1052,T-Shirt,Apparel,1,196.37,196.37,United Kingdom,Credit Card,Completed,2026-02-26 07:27:33
ORD-103220,CUST-12292,PROD-1023,Running Shoes,Apparel,3,181.98,545.94,United States,Debit Card,Completed,2026-02-26 08:29:51
ORD-105124,CUST-10996,PROD-1052,Cloud Computing Basics,Books,1,61.16,61.16,Mexico,Credit Card,Completed,2026-02-26 09:47:47
ORD-107022,CUST-10579,PROD-1060,Cloud Computing Basics,Books,1,12.22,12.22,United States,PayPal,Completed,2026-02-26 09:49:09
ORD-101524,CUST-11147,PROD-1057,Kitchen Scale,Home,3,174.2,522.6,Germany,Credit Card,Completed,2026-02-26 11:15:27
ORD-101868,CUST-10038,PROD-1100,Bluetooth Speaker,Electronics,1,435.93,435.93,Australia,Credit Card,Completed,2026-02-26 11:43:52
ORD-105088,CUST-10260,PROD-1104,Jacket,Apparel,1,143.48,143.48,Mexico,Bank Transfer,Completed,2026-02-26 11:52:04
ORD-102647,CUST-11405,PROD-1037,Jacket,Apparel,1,216.87,216.87,United States,Digital Wallet,Cancelled,2026-02-26 11:54:43
ORD-109053,CUST-11731,PROD-1137,Desk Lamp,Home,1,110.25,110.25,Mexico,Credit Card,Processing,2026-02-26 12:02:39
ORD-105541,CUST-11555,PROD-1045,T-Shirt,Apparel,1,89.92,89.92,Mexico,Digital Wallet,Cancelled,2026-02-26 13:10:58
ORD-101773,CUST-10402,PROD-1063,Python Handbook,Books,1,29.13,29.13,Germany,Debit Card,Completed,2026-02-26 14:24:20
ORD-100238,CUST-11713,PROD-1060,Jeans,Apparel,2,47.85,95.7,Germany,Bank Transfer,Completed,2026-02-26 14:52:19
ORD-108175,CUST-10558,PROD-1007,Air Fryer,Home,1,439.96,439.96,United States,Bank Transfer,Completed,2026-02-26 15:28:35
ORD-105066,CUST-10953,PROD-1111,Desk Lamp,Home,4,193.44,773.76,Mexico,Credit Card,Processing,2026-02-26 16:14:22
ORD-109651,CUST-10614,PROD-1009,Bluetooth Speaker,Electronics,1,745.12,745.12,Mexico,Credit Card,Completed,2026-02-26 16:15:52
ORD-102847,CUST-12295,PROD-1026,Bluetooth Speaker,Electronics,2,76.95,153.9,United States,Credit Card,Completed,2026-02-26 17:03:12
ORD-101658,CUST-10382,PROD-1109,Desk Lamp,Home,1,182.38,182.38,United Kingdom,Digital Wallet,Completed,2026-02-26 17:29:37
ORD-102913,CUST-10700,PROD-1068,Data Engineering Guide,Books,4,41.87,167.48,Canada,Digital Wallet,Completed,2026-02-26 17:51:18
ORD-100040,CUST-10541,PROD-1113,Mechanical Keyboard,Electronics,3,876.32,2628.96,Brazil,Digital Wallet,Completed,2026-02-26 18:03:05
ORD-108012,CUST-12033,PROD-1023,Jeans,Apparel,1,211.1,211.1,United Kingdom,Credit Card,Processing,2026-02-26 18:09:07
ORD-100288,CUST-10880,PROD-1030,Vacuum Cleaner,Home,1,381.14,381.14,Germany,Bank Transfer,Shipped,2026-02-26 18:36:10
ORD-109290,CUST-12233,PROD-1039,Hoodie,Apparel,1,135.74,135.74,Mexico,Debit Card,Processing,2026-02-26 18:54:12
ORD-104416,CUST-10304,PROD-1129,Desk Lamp,Home,1,439.53,439.53,Germany,Credit Card,Completed,2026-02-26 20:40:15
ORD-108146,CUST-12388,PROD-1115,Air Fryer,Home,3,311.16,933.48,United States,PayPal,Processing,2026-02-26 20:50:09
ORD-101601,CUST-10909,PROD-1018,Kitchen Scale,Home,2,285.08,570.16,Spain,PayPal,Processing,2026-02-26 21:00:18
